school_id_A,school_id_B,root_school_name_A,root_school_name_B,school_level_A,school_level_B,district_A,district_B,Fuzzy_match_score,Match_Type
112,41995,jayanepala,jaya nepal,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
111,1414,ananda,bal nanda,avi,avi,bardiya,panchthar,2.5,"District: no match, School level: complete, Root name: complete"
113,43225,rashtriya,rastriya,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
114,43597,shamkara,shankar,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
116,43400,sarasvati,saraswati,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
115,12498,janaka,janak,mavi,mavi,nawalparasi,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
118,31762,durga sheshakanta adhikari,durga sheshkanta adhikari  bharatpur,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
117,32822,jivanajyaeti,janajati,avi,avi,bhaktapur,sindhuli,2.5,"District: no match, School level: complete, Root name: complete"
119,4839,mahendra jyoti,chandra jyoti,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
120,42258,krrishna,krishna,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
121,41385,gudi phachya~na,gundi phachyang,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
122,42522,mahendri,mahendra,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
123,4397,barahi,barahi,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
124,41120,dipaka,dipak,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
125,42293,kusmavati,kushmawati,pravi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
126,42255,krrishna gandaki,krishna ganga,pravi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
129,4155,araniko,araniko,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
127,3710,shri,sahapur,avi,avi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
131,1177,janata,ananta,pravi,pravi,tanahun,morang,2.5,"District: no match, School level: complete, Root name: complete"
130,34275,mukundeshvari,mukundeshwari,pravi,mavi,tanahun,nuwakot,2.0,"District: no match, School level: no match, Root name: complete"
132,53908,navadurga,nawadurga,mavi,mavi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
133,11081,chandrajyoti,chandra jyoti,mavi,mavi,tanahun,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
134,42504,chandra jyoti,mahendra jyoti,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
135,15194,samgama,sagma,mavi,mavi,kaski,morang,2.5,"District: no match, School level: complete, Root name: complete"
136,14762,pokhari,pokhari,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
137,132,adarsha,adarsha,mavi,mavi,bhaktapur,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
138,1496,balamandala,balmandal,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
139,13006,shri kalika devi,kalika devi,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
140,16975,subhadra,subhadra,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
141,14082,navinapragati,naba pragati,pravi,pravi,ilam,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
142,41822,janashakti,jana shakti,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
143,1112,lakshmi devi,akash devi,pravi,pravi,ilam,khotang,2.5,"District: no match, School level: complete, Root name: complete"
144,13721,mahendrodaya,mahendra,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
145,42069,kaligandaki,kaligandaki,avi,avi,tanahun,syangja,2.5,"District: no match, School level: complete, Root name: complete"
146,13655,mahadeva,mahadev,avi,avi,tanahun,sankhuwasabha,2.5,"District: no match, School level: complete, Root name: complete"
148,16995,sumbeka,sumbek,nimavi,mavi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
150,140,adarsha,adarsha,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
149,16646,siddeshvari,siddheshwari,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
152,41827,jana shishu kalyana,jana shishukalyan,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
151,14247,narayani namuna,naya namuna,mavi,mavi,bhaktapur,panchthar,2.5,"District: no match, School level: complete, Root name: complete"
153,32742,janaprabhata,jana prabhat,mavi,mavi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
154,14896,puvamai,puwamai,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
155,14142,nanda,nanda,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
156,1974,buddha ardasha,buddha adarsha,mavi,mavi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
158,13665,mahadeva,mahadev,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
157,4402,varachuli,barchuli,mavi,mavi,nawalparasi,nawalpur,2.5,"District: no match, School level: complete, Root name: complete"
159,14145,nara,nar,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
160,11910,hattitara,hattitar,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
162,14203,nepala jyoti,nawa jyoti,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
161,13379,lakshmi vidya bhavana,laxmi bidya bhawan,avi,avi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
163,11607,gajuramukhi,gajurmukhi,avi,pravi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
164,11709,j~nanodaya,gnyanodaya,pravi,pravi,ilam,sankhuwasabha,2.5,"District: no match, School level: complete, Root name: complete"
165,15519,sarasvati,saraswati,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
166,12713,janata,janata,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
167,16623,siddhartha,siddhartha,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
168,15028,rashtriya,rastriya,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
170,14881,purnasmaraka,purna smarak,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
169,11949,hamalaya,himalaya,nimavi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
171,12396,janakalyana,jana kalyan,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
172,15499,sarasvati,saraswati,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
173,15023,rashtapremi,rastra premi,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
174,1494,valakanya,balkanya,nimavi,mavi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
176,17298,tribhuvana,tribhuwan,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
175,149,yuvavarsha,adarsha buddha,pravi,pravi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
177,1150,amara jyoti,amarjyoti,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
178,13775,maheshvara,maheshwara,nimavi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
179,11292,deumai,deumai,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
180,17130,suryodaya,suryodaya,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
181,1368,bala kalyana,bal kalyan,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
182,12184,jalpa,jalapa,pravi,mavi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
183,14150,narayana,narayan,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
184,15520,sarasvati,saraswati,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
185,1634,bhagavati,bhagawati,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
186,12184,jalapa,jalapa,nimavi,mavi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
187,13006,kamala devi,kalika devi,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
188,14717,phalate,phalante,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
190,1505,valmiki simhadevi,balmiki singh devi,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
189,1151,valamandala,amarkalyan,mavi,mavi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
191,12695,janata,janata,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
192,11745,thokaphela,gorkhe,pravi,pravi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
193,34362,narayana jana,narayan jana,mavi,mavi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
194,1844,vinapani,binapani,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
195,1528,ba.njhogau.n,banjho gau,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
196,16577,siddha devi,siddha devi,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
197,16606,siddhadeumai,siddhadevi,nimavi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
198,16036,dambara devi,shree dambar devi,mavi,mavi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
199,42523,mahendra,mahendra,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
200,4158,narayanachaura,archalthum,pravi,pravi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
201,15241,salleri,saleri,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
202,12714,janata,janata,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
203,16791,simhadevi,singha devi,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
204,1785,bhrrikuti,bhrikuti,mavi,mavi,tanahun,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
205,43912,janasahayogi,shree janasahayogi,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
206,41152,dullabha,dullabh,mavi,mavi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
207,41854,jivana jyoti,janajyoti,mavi,mavi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
208,41542,hiramani,hiramani,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
209,11170,chisopani,chisopani,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
210,21400,janata jayasavala,janata  belhi rajaul,mavi,mavi,dhanusha,dhanusha,2.0,"District: complete, School level: complete, Root name: partial"
212,31216,buddhashanti,buddha shanti,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
211,13490,,,mavi,mavi,dhanusha,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
213,4410,bashahasthana,basahasthan,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
214,12490,anandajyoti,janajyoti,mavi,mavi,kaski,bhojpur,2.5,"District: no match, School level: complete, Root name: complete"
216,41359,gorakha,gorakhkali,avi,avi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
215,3588,lakshmi,balkumari,nimavi,nimavi,tanahun,lalitpur,1.5,"District: no match, School level: complete, Root name: partial"
218,14897,pya~nga,pyang,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
217,16706,simhaadarsha,singha adarsha,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
219,12897,jyoti,jyoti,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
220,13733,mahendri,mahendra,mavi,mavi,tanahun,morang,2.5,"District: no match, School level: complete, Root name: complete"
221,4141,annapurna,annapurna,mavi,mavi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
222,1151,amarakalyana,amarkalyan,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
223,33349,kapiya,kapiya,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
224,35395,ratnarajya,ratna rajya,mavi,mavi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
226,31060,birendra,birendra,mavi,mavi,nuwakot,nuwakot,3.0,"District: complete, School level: complete, Root name: complete"
227,4110,amrrita,amrit,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
229,12933,kailasha,kailash,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
228,1710,shantipura,bhanu,mavi,mavi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
230,4824,chanidaka,chandika,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
231,41567,indradevi,indra devi,nimavi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
232,14948,ra,ram,pravi,pravi,chitwan,dhankuta,2.5,"District: no match, School level: complete, Root name: complete"
233,33121,kaligamga,kali ganga,mavi,pravi,baitadi,kavrepalanchok,2.0,"District: no match, School level: no match, Root name: complete"
234,1248,arunodaya,arunodaya,avi,avi,ilam,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
235,3607,balakesha,balsakshar,mavi,mavi,tanahun,sindhuli,2.5,"District: no match, School level: complete, Root name: complete"
236,42741,narayana,narayan,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
237,487,amara,amar,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
239,15883,shivamai,shivamai,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
238,1769,bhimasuna,bhimsun,avi,pravi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
241,13118,kankai,kankai,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
240,1257,guru~nagaum,arunodaya,pravi,pravi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
242,13329,laligura.nsa,laligurans,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
