school_id_A,school_id_B,root_school_name_A,root_school_name_B,school_level_A,school_level_B,district_A,district_B,Fuzzy_match_score,Match_Type
204,1785,bhrrikuti,bhrikuti,mavi,mavi,tanahun,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
210,21400,janata jayasavala,janata  belhi rajaul,mavi,mavi,dhanusha,dhanusha,2.0,"District: complete, School level: complete, Root name: partial"
211,13490,,,mavi,mavi,dhanusha,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
214,12490,anandajyoti,janajyoti,mavi,mavi,kaski,bhojpur,2.5,"District: no match, School level: complete, Root name: complete"
215,3588,lakshmi,balkumari,nimavi,nimavi,tanahun,lalitpur,1.5,"District: no match, School level: complete, Root name: partial"
217,16706,simhaadarsha,singha adarsha,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
219,12897,jyoti,jyoti,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
220,13733,mahendri,mahendra,mavi,mavi,tanahun,morang,2.5,"District: no match, School level: complete, Root name: complete"
229,12933,kailasha,kailash,pravi,avi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
228,1710,shantipura,bhanu,mavi,mavi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
231,41567,indradevi,indra devi,nimavi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
232,14948,ra,ram,pravi,pravi,chitwan,dhankuta,2.5,"District: no match, School level: complete, Root name: complete"
233,33121,kaligamga,kali ganga,mavi,pravi,baitadi,kavrepalanchok,2.0,"District: no match, School level: no match, Root name: complete"
234,1248,arunodaya,arunodaya,avi,avi,ilam,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
235,3607,balakesha,balsakshar,mavi,mavi,tanahun,sindhuli,2.5,"District: no match, School level: complete, Root name: complete"
238,1769,bhimasuna,bhimsun,avi,pravi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
240,1257,guru~nagaum,arunodaya,pravi,pravi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
244,42272,krrishnalaya,krishnalaya,avi,pravi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
248,179,,,avi,avi,dhanusha,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
249,35312,gorkha kalika,rakta kalika,avi,avi,gorkha,sindhupalchok,2.5,"District: no match, School level: complete, Root name: complete"
254,11118,chanrdodaya,chandrodaya,pravi,pravi,tanahun,dhankuta,2.5,"District: no match, School level: complete, Root name: complete"
257,15403,sarasvati,saraswati,nimavi,avi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
258,12310,jana vikasa,jana bikash,pravi,avi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
259,1650,sarasvati khota~na,bhagawati dinanath,,mavi,khotang,khotang,1.5,"District: complete, School level: no match, Root name: partial"
264,15326,shanti,santi,pravi,pravi,tanahun,ilam,2.5,"District: no match, School level: complete, Root name: complete"
265,13264,krrishna,krishna,mavi,mavi,tanahun,panchthar,2.5,"District: no match, School level: complete, Root name: complete"
267,4460,ghataveshi,bhadrashila,avi,avi,gorkha,gorkha,2.0,"District: complete, School level: complete, Root name: partial"
270,457,amara,amar,nimavi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
272,11817,naya.n jyoti,gyan jyoti,pravi,pravi,tanahun,morang,2.5,"District: no match, School level: complete, Root name: complete"
274,1592,pelu~na,bel danda,pravi,pravi,khotang,khotang,2.0,"District: complete, School level: complete, Root name: partial"
279,1132,nava jyoti,amar jyoti,pravi,pravi,doti,dhankuta,2.5,"District: no match, School level: complete, Root name: complete"
281,1121,jaladevi,alpa devi,avi,avi,nawalparasi,panchthar,2.5,"District: no match, School level: complete, Root name: complete"
284,12306,janata,jana,avi,avi,siraha,morang,2.5,"District: no match, School level: complete, Root name: complete"
285,179,,,nimavi,avi,khotang,sunsari,2.0,"District: no match, School level: no match, Root name: complete"
288,11118,chandrodaya,chandrodaya,pravi,pravi,tanahun,dhankuta,2.5,"District: no match, School level: complete, Root name: complete"
290,15514,sarasvati,saraswati,nimavi,nimavi,tanahun,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
291,4676,vishnu,bishnu,nimavi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
294,34932,parvati,parwati,pravi,pravi,tanahun,lalitpur,2.5,"District: no match, School level: complete, Root name: complete"
297,21124,hanumana prasada sharada,hanuman prasad sharda  inarwa,mavi,mavi,siraha,siraha,2.0,"District: complete, School level: complete, Root name: partial"
299,1177,janata,ananta,pravi,pravi,siraha,morang,2.5,"District: no match, School level: complete, Root name: complete"
308,15367,shahidarghama,sarada,nimavi,nimavi,tanahun,sunsari,1.5,"District: no match, School level: complete, Root name: partial"
312,43716,shri shantishrrrijana,shiva sundar  rishing,pravi,pravi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
314,43178,ravichandra,ram chandra,pravi,pravi,myagdi,gorkha,2.5,"District: no match, School level: complete, Root name: complete"
315,13733,mahendra,mahendra,mavi,mavi,tanahun,morang,2.5,"District: no match, School level: complete, Root name: complete"
316,41823,shri jayaganapati,jana shakti,pravi,pravi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
322,12944,kalika,kali,mavi,mavi,tanahun,morang,2.5,"District: no match, School level: complete, Root name: complete"
327,15194,samgama,sagma,pravi,mavi,tanahun,morang,2.0,"District: no match, School level: no match, Root name: complete"
331,44514,udaya,udaya,mavi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
334,1833,vijaya,bijaya,nimavi,avi,dolakha,taplejung,2.0,"District: no match, School level: no match, Root name: complete"
335,4434,vedakalika,bed kalika,pravi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
336,42255,krrishnagamga,krishna ganga,nimavi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
338,1531,bramha,baraha,avi,avi,nawalparasi,khotang,2.5,"District: no match, School level: complete, Root name: complete"
337,33270,kamadhenu,kamal,avi,avi,kathmandu,kathmandu,2.0,"District: complete, School level: complete, Root name: partial"
340,42153,kamaghenu,kamdhenu,nimavi,pravi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
345,16560,siddheshvari,siddeswari,mavi,mavi,tanahun,udayapur,2.5,"District: no match, School level: complete, Root name: complete"
346,15552,sarasvati sadana,saraswati satan,mavi,mavi,tanahun,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
347,44514,udaya,udaya,mavi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
348,4145,annapurna sitapokhari,annapurna sitapokhari,avi,pravi,kaski,kaski,2.5,"District: complete, School level: no match, Root name: complete"
349,53679,masya~nadi samudayika,maya devi samudayik,avi,avi,tanahun,kapilbastu,2.5,"District: no match, School level: complete, Root name: complete"
350,42739,narayani,narayan,nimavi,avi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
351,479,homarajalohani,amar jyoti,mavi,mavi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
358,41177,purkota,durga,pravi,pravi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
361,42197,vishvajvati,keshavtar,pravi,pravi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
362,42207,kyamina,khaireni,mavi,mavi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
363,3846,gu~njanagara,bhandara,mavi,mavi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
366,4725,buchakhani,buchakhani,nimavi,mavi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
365,4457,mahadebata,bhadra,pravi,pravi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
371,17330,udaya,udaya,pravi,pravi,tanahun,okhaldhunga,2.5,"District: no match, School level: complete, Root name: complete"
374,15861,shiva,shiva,mavi,mavi,nawalparasi,sankhuwasabha,2.5,"District: no match, School level: complete, Root name: complete"
379,43818,vidya niku~nja,shree bidhya nikunja,mavi,mavi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
382,14603,parvati,parwati,mavi,mavi,tanahun,morang,2.5,"District: no match, School level: complete, Root name: complete"
381,4357,dipaka,balopakar,pravi,pravi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
385,172,adarsha shiksha pra,adarsha sikshya sadan,mavi,pravi,tanahun,khotang,2.0,"District: no match, School level: no match, Root name: complete"
388,13129,kalyana devi,kanya devi,pravi,pravi,tanahun,morang,2.5,"District: no match, School level: complete, Root name: complete"
389,42994,pragati,pargati,nimavi,nimavi,nawalparasi,nawalpur,2.5,"District: no match, School level: complete, Root name: complete"
390,12490,janajyoti,janajyoti,mavi,mavi,nawalparasi,bhojpur,2.5,"District: no match, School level: complete, Root name: complete"
